$Data, $aa, $acap, $aexp, $b, $cplx, $docu, $etat, $flex, $kloc, $ltex, $pcap, $pcon, $plex, $pmat, $pr, $prec, $pvol, $rely, $resl, $ruse, $sced, $site, $stor, $team, $time, $tool, <effort, <months, <defects, <risks
2.665, 4.19, 3.23, 3.846, 7.508, 3.755, 3.261, 1.04, 1.487, 256.527, 3.764, 4.511, 2.014, 2.57, 2.918, 4.009, 3.909, 3.0, 3.023, 1.799, 3.494, 3.0, 1.808, 3.528, 3.58, 3.624, 2.0, 1535.026, 34.188, 10541.587, 0.0
2.182, 4.368, 3.186, 3.93, 5.64, 1.775, 3.981, 2.028, 2.559, 344.362, 1.033, 3.715, 1.017, 1.952, 2.235, 1.631, 3.156, 4.844, 1.57, 4.789, 2.924, 3.0, 2.47, 3.035, 1.332, 3.944, 2.0, 2186.615, 37.979, 19833.65, 1.609
4.334, 5.071, 4.933, 2.885, 8.327, 3.991, 4.492, 4.555, 1.915, 233.304, 2.117, 3.989, 4.266, 3.835, 2.734, 3.22, 4.684, 2.298, 1.893, 4.833, 2.327, 3.0, 4.852, 3.138, 4.53, 3.199, 2.0, 269.992, 19.304, 438.407, 1.609
4.259, 2.505, 3.342, 2.713, 3.992, 3.758, 2.924, 4.0, 2.955, 258.723, 2.195, 3.952, 4.035, 2.464, 2.282, 3.754, 4.022, 4.615, 2.041, 4.996, 4.794, 3.0, 3.743, 3.382, 1.563, 3.245, 2.0, 1396.787, 33.371, 10526.839, 0.536
2.896, 5.122, 4.847, 4.695, 7.664, 3.45, 3.32, 2.875, 1.018, 361.973, 3.54, 4.182, 3.713, 3.845, 2.725, 1.436, 3.012, 3.088, 3.588, 4.061, 3.115, 3.0, 3.235, 3.547, 3.96, 3.117, 2.0, 721.615, 26.909, 2372.309, 0.0
4.038, 1.262, 4.869, 4.411, 3.78, 3.255, 1.086, 4.628, 4.094, 123.399, 2.49, 3.388, 2.979, 2.277, 2.437, 1.858, 4.602, 3.284, 1.569, 3.218, 4.896, 3.0, 1.859, 3.011, 3.869, 3.725, 2.0, 334.404, 20.792, 4310.16, 1.609
2.964, 5.954, 4.279, 2.657, 9.584, 2.638, 2.294, 5.83, 4.162, 21.41, 1.243, 3.117, 3.592, 2.706, 2.413, 1.411, 1.385, 2.899, 1.325, 3.783, 2.295, 3.0, 4.325, 3.064, 2.3, 3.798, 2.0, 82.431, 14.149, 349.183, 1.877
4.344, 1.702, 4.603, 2.421, 4.146, 1.509, 1.865, 5.083, 1.007, 291.165, 1.447, 4.477, 2.333, 2.905, 2.456, 5.367, 1.254, 3.783, 2.935, 4.959, 5.52, 3.0, 4.423, 3.891, 3.81, 3.139, 2.0, 860.666, 29.289, 7043.34, 2.145
2.571, 3.339, 4.598, 4.037, 9.105, 3.029, 2.19, 1.953, 4.166, 384.977, 3.762, 3.647, 4.172, 3.405, 2.575, 4.37, 3.291, 4.845, 2.019, 1.212, 4.28, 3.0, 1.902, 3.18, 1.055, 3.934, 2.0, 623.34, 26.323, 24572.53, 1.072
3.013, 3.268, 4.194, 4.834, 7.761, 2.006, 3.27, 4.231, 4.564, 25.898, 1.575, 4.384, 2.687, 3.174, 2.093, 4.73, 3.704, 4.982, 2.566, 3.663, 5.066, 3.0, 2.583, 3.53, 4.384, 3.44, 2.0, 104.874, 14.757, 395.233, 1.072
2.099, 1.59, 4.03, 2.186, 5.821, 1.148, 4.868, 5.644, 3.343, 141.052, 2.465, 3.153, 4.315, 2.921, 2.544, 5.604, 4.137, 4.128, 2.294, 3.372, 4.572, 3.0, 5.329, 3.251, 4.817, 3.765, 2.0, 301.5, 20.127, 526.736, 1.072
2.682, 5.949, 3.67, 3.668, 7.203, 1.559, 4.245, 1.174, 3.784, 343.877, 2.891, 3.777, 2.562, 2.553, 2.774, 1.832, 2.696, 3.754, 1.681, 4.963, 3.642, 3.0, 1.991, 3.505, 1.36, 3.63, 2.0, 1471.472, 33.735, 9953.092, 1.609
2.349, 3.889, 4.215, 2.16, 7.526, 1.255, 4.739, 4.8, 2.408, 183.746, 2.355, 4.218, 4.339, 2.537, 2.621, 4.668, 2.295, 2.43, 2.891, 3.467, 4.68, 3.0, 1.296, 3.602, 3.385, 3.053, 2.0, 1029.793, 30.967, 1929.836, 2.145
3.421, 5.169, 4.138, 2.529, 9.219, 1.531, 1.512, 2.584, 1.797, 284.902, 1.9, 3.808, 3.721, 3.148, 2.074, 5.006, 4.04, 3.192, 1.11, 1.222, 3.543, 3.0, 1.2, 3.254, 2.313, 3.337, 2.0, 651.003, 27.769, 14690.452, 2.681
3.359, 3.86, 4.425, 2.513, 7.321, 3.577, 3.604, 1.934, 4.443, 256.592, 3.616, 3.426, 3.989, 2.457, 2.702, 2.274, 4.603, 2.234, 3.369, 4.496, 5.658, 3.0, 3.991, 3.677, 1.25, 3.088, 2.0, 1023.475, 29.315, 6066.507, 0.536
3.267, 1.63, 3.702, 3.104, 8.631, 2.845, 3.543, 2.292, 3.095, 139.446, 1.453, 4.181, 1.655, 1.095, 2.649, 2.279, 2.784, 3.277, 1.099, 2.69, 2.221, 3.0, 5.155, 3.101, 3.645, 3.209, 2.0, 375.24, 22.565, 7199.964, 1.609
4.65, 1.451, 3.27, 3.387, 4.321, 1.396, 2.406, 2.337, 4.128, 46.186, 1.757, 4.205, 2.851, 2.08, 2.229, 5.826, 5.0, 2.434, 2.837, 2.543, 5.457, 3.0, 5.733, 3.053, 1.291, 3.585, 2.0, 104.958, 15.086, 1398.362, 1.072
3.083, 4.77, 4.936, 2.002, 6.448, 1.335, 4.598, 1.905, 3.135, 202.146, 3.486, 4.531, 3.676, 3.72, 2.964, 5.979, 4.244, 2.336, 1.048, 2.349, 5.592, 3.0, 1.035, 3.173, 4.711, 3.898, 2.0, 485.051, 23.357, 1701.846, 3.217
4.873, 1.918, 4.861, 2.728, 4.852, 3.183, 3.407, 5.784, 2.433, 207.414, 2.389, 3.623, 4.012, 2.795, 2.194, 3.134, 2.883, 3.036, 2.777, 3.973, 4.149, 3.0, 3.413, 3.849, 3.424, 3.149, 2.0, 992.624, 29.737, 3527.611, 0.536
2.173, 4.619, 4.795, 2.295, 3.009, 2.241, 1.672, 3.461, 1.776, 284.883, 2.812, 4.375, 4.742, 3.841, 2.392, 3.194, 4.435, 4.436, 3.323, 2.082, 3.492, 3.0, 3.816, 3.475, 4.476, 3.742, 2.0, 531.191, 24.662, 2164.863, 0.0
2.088, 2.447, 3.691, 3.233, 8.373, 2.66, 4.171, 3.027, 1.862, 315.564, 3.123, 3.789, 4.398, 3.163, 2.441, 3.921, 4.318, 4.005, 3.375, 1.571, 4.103, 3.0, 4.547, 3.359, 3.5, 3.024, 2.0, 627.544, 26.325, 4033.071, 0.0
2.457, 5.283, 4.637, 2.516, 7.425, 1.603, 3.785, 5.877, 3.5, 15.777, 1.29, 3.494, 4.682, 3.276, 2.146, 2.069, 2.749, 2.037, 2.196, 3.708, 3.49, 3.0, 5.568, 3.74, 4.4, 3.391, 2.0, 32.038, 10.439, 42.988, 1.34
4.005, 4.658, 3.897, 2.536, 6.39, 2.061, 4.29, 5.31, 4.87, 64.573, 1.281, 3.026, 4.129, 1.431, 2.952, 4.079, 3.183, 2.43, 1.532, 4.901, 2.751, 3.0, 2.606, 3.243, 2.462, 3.535, 2.0, 263.294, 19.385, 675.771, 1.34
2.996, 1.33, 3.027, 4.416, 9.461, 3.525, 1.906, 5.255, 1.772, 199.934, 1.101, 3.838, 4.016, 2.784, 2.253, 3.074, 2.497, 4.654, 2.576, 1.672, 4.405, 3.0, 3.341, 3.736, 1.226, 3.446, 2.0, 674.956, 28.74, 16009.469, 0.268
3.081, 1.093, 4.678, 4.239, 7.108, 3.291, 3.085, 3.702, 4.406, 268.218, 1.156, 4.516, 2.564, 2.35, 2.879, 4.764, 2.682, 4.583, 3.979, 3.827, 3.882, 3.0, 2.884, 3.857, 1.945, 3.684, 2.0, 1139.471, 31.545, 12153.18, 0.268
2.197, 5.534, 3.942, 4.099, 3.286, 3.04, 3.727, 1.488, 4.677, 80.577, 2.708, 3.957, 3.713, 3.385, 2.846, 4.072, 1.338, 2.838, 2.555, 4.921, 5.987, 3.0, 1.99, 3.906, 1.871, 3.282, 2.0, 287.771, 20.395, 2230.634, 0.536
3.648, 5.619, 3.253, 4.623, 9.478, 2.799, 1.965, 1.878, 1.744, 96.294, 3.631, 3.359, 1.371, 1.191, 2.702, 4.043, 2.172, 2.664, 1.619, 2.194, 2.755, 3.0, 1.335, 3.664, 3.21, 3.003, 2.0, 452.448, 24.395, 8842.36, 1.072
4.985, 3.086, 4.518, 4.358, 4.677, 3.181, 3.228, 4.407, 4.875, 207.948, 2.093, 4.335, 4.281, 3.909, 2.399, 3.833, 3.838, 4.317, 3.872, 3.339, 3.581, 3.0, 3.516, 3.954, 4.164, 3.772, 2.0, 647.694, 25.108, 1912.075, 0.0
4.367, 4.496, 3.837, 4.874, 7.94, 2.023, 2.815, 1.039, 1.261, 283.317, 3.778, 3.664, 4.01, 1.781, 2.166, 2.331, 4.519, 2.629, 3.705, 4.402, 2.756, 3.0, 1.178, 3.035, 4.743, 3.113, 2.0, 674.994, 26.007, 2158.394, 0.0
4.511, 2.37, 4.976, 3.35, 3.369, 1.193, 3.924, 2.084, 2.384, 123.847, 3.451, 4.291, 1.146, 1.287, 2.563, 3.007, 1.768, 2.503, 2.325, 1.234, 2.701, 3.0, 2.902, 3.699, 2.387, 3.186, 2.0, 448.437, 24.244, 9386.133, 2.145
2.334, 4.829, 3.541, 4.943, 3.146, 3.684, 1.238, 3.434, 3.973, 110.102, 3.051, 3.305, 1.097, 1.661, 2.209, 4.952, 2.681, 4.463, 1.786, 3.945, 5.828, 3.0, 1.397, 3.728, 3.968, 3.043, 2.0, 434.128, 23.035, 7463.392, 1.072
2.775, 5.887, 3.45, 3.295, 6.034, 1.83, 2.32, 4.126, 2.997, 124.014, 1.826, 4.701, 1.987, 2.741, 2.007, 5.12, 3.264, 3.608, 2.807, 4.845, 3.269, 3.0, 4.778, 3.092, 1.15, 3.458, 2.0, 319.235, 21.457, 1602.159, 1.072
4.851, 5.911, 4.613, 3.471, 4.97, 3.401, 1.452, 5.049, 4.495, 41.745, 1.37, 3.265, 3.383, 1.875, 2.065, 2.075, 3.926, 2.321, 2.229, 2.59, 4.226, 3.0, 1.006, 3.127, 4.673, 3.566, 2.0, 193.447, 17.761, 1001.446, 0.804
3.372, 4.974, 4.449, 3.078, 4.415, 2.104, 1.601, 5.117, 4.882, 362.914, 2.223, 4.291, 1.505, 1.223, 2.757, 3.359, 2.902, 2.213, 1.546, 2.466, 5.231, 3.0, 3.908, 3.244, 2.719, 3.082, 2.0, 1340.818, 32.741, 13844.154, 2.145
2.798, 2.56, 3.036, 3.76, 6.786, 1.847, 1.165, 3.337, 2.047, 138.101, 2.963, 3.958, 1.619, 2.159, 2.636, 1.249, 1.586, 4.96, 1.737, 1.653, 4.931, 3.0, 1.257, 3.096, 4.392, 3.571, 2.0, 670.251, 27.538, 21883.149, 1.072
4.048, 3.076, 4.307, 4.217, 5.925, 3.814, 2.351, 1.914, 3.927, 48.169, 1.978, 3.421, 2.656, 1.884, 2.796, 3.474, 2.113, 4.58, 1.853, 2.483, 2.062, 3.0, 4.505, 3.927, 4.716, 3.05, 2.0, 116.962, 15.321, 1767.101, 1.877
4.822, 3.146, 4.596, 3.592, 9.194, 1.23, 4.442, 5.889, 2.245, 386.587, 3.708, 4.942, 3.478, 1.586, 2.217, 5.946, 1.606, 2.277, 2.308, 2.434, 5.044, 3.0, 5.56, 3.037, 2.329, 3.127, 2.0, 647.792, 27.574, 3126.417, 2.145
3.22, 2.999, 4.725, 2.798, 7.379, 2.107, 4.488, 2.927, 1.177, 183.624, 1.321, 4.338, 3.774, 2.617, 2.933, 1.093, 2.739, 3.043, 1.669, 1.778, 2.911, 3.0, 1.778, 3.495, 3.241, 3.099, 2.0, 562.609, 26.145, 6390.237, 2.145
4.387, 1.182, 3.385, 4.587, 7.254, 2.763, 4.942, 4.003, 2.465, 74.614, 1.243, 4.896, 4.275, 1.944, 2.541, 4.885, 3.706, 4.761, 1.399, 4.251, 5.373, 3.0, 3.052, 3.943, 2.228, 3.356, 2.0, 425.363, 23.094, 2147.557, 1.609
2.325, 3.414, 4.483, 3.368, 5.316, 3.748, 2.476, 3.688, 2.672, 159.718, 3.124, 4.516, 2.752, 1.357, 2.796, 3.189, 3.261, 4.879, 1.966, 2.469, 5.885, 3.0, 1.57, 3.028, 3.661, 3.036, 2.0, 934.572, 29.831, 10488.113, 2.145
4.915, 1.876, 4.061, 3.736, 5.833, 1.492, 2.648, 3.214, 1.49, 346.163, 1.463, 3.929, 3.935, 3.809, 2.525, 1.523, 4.67, 2.229, 2.608, 4.599, 3.435, 3.0, 2.117, 3.475, 3.247, 3.509, 2.0, 610.389, 25.419, 4586.923, 1.34
4.208, 1.669, 4.022, 4.941, 8.99, 3.736, 2.734, 5.887, 4.847, 51.864, 2.539, 4.733, 2.287, 1.427, 2.822, 2.153, 4.122, 2.235, 2.848, 1.791, 5.684, 3.0, 2.789, 3.002, 3.422, 3.123, 2.0, 197.919, 17.99, 1301.026, 1.072
2.967, 4.855, 4.199, 2.267, 9.195, 1.43, 1.877, 2.951, 2.84, 282.974, 3.907, 4.53, 2.954, 3.711, 2.707, 5.208, 3.471, 2.497, 3.036, 4.439, 5.897, 3.0, 3.604, 3.679, 3.552, 3.57, 2.0, 374.942, 21.838, 3197.402, 1.072
4.688, 4.325, 4.595, 4.309, 9.303, 3.314, 4.533, 4.134, 1.067, 249.16, 2.435, 4.565, 3.524, 1.708, 2.208, 3.554, 4.379, 3.183, 3.932, 3.284, 5.816, 3.0, 2.54, 3.028, 1.038, 3.145, 2.0, 884.783, 29.354, 5313.3, 0.268
3.858, 3.63, 3.379, 3.104, 4.384, 3.062, 1.773, 2.932, 2.879, 104.416, 2.857, 3.822, 4.525, 3.738, 2.376, 4.713, 3.715, 2.163, 1.791, 2.021, 2.307, 3.0, 2.839, 3.4, 1.018, 3.546, 2.0, 208.971, 19.359, 3615.567, 1.34
2.72, 5.728, 3.252, 2.996, 6.73, 3.397, 3.929, 2.718, 1.912, 217.118, 1.359, 3.332, 1.421, 3.199, 2.181, 1.117, 4.57, 4.521, 2.916, 1.698, 5.427, 3.0, 2.52, 3.564, 3.751, 3.328, 2.0, 2212.367, 38.25, 11122.02, 0.268
3.154, 3.526, 3.748, 4.309, 4.138, 2.614, 1.177, 2.724, 1.188, 239.868, 1.102, 4.918, 4.084, 2.67, 2.538, 4.878, 1.665, 4.42, 3.336, 4.606, 3.682, 3.0, 5.609, 3.133, 3.873, 3.052, 2.0, 493.012, 24.558, 2866.712, 0.0
4.279, 1.884, 3.841, 3.445, 7.721, 2.581, 2.067, 5.517, 2.352, 370.144, 1.186, 4.351, 4.172, 1.182, 2.163, 3.866, 3.254, 3.299, 1.477, 2.488, 4.398, 3.0, 5.015, 3.974, 4.893, 3.751, 2.0, 814.127, 27.749, 6850.431, 1.609
3.828, 5.12, 4.524, 2.626, 3.124, 2.988, 3.656, 1.378, 4.712, 332.121, 3.66, 4.437, 3.32, 3.118, 2.073, 4.391, 1.758, 2.182, 2.48, 3.555, 4.586, 3.0, 3.068, 3.252, 4.747, 3.806, 2.0, 1289.635, 32.289, 6132.186, 1.072
4.531, 5.776, 3.403, 3.707, 7.45, 2.98, 2.809, 2.213, 2.349, 159.826, 2.269, 3.884, 3.417, 3.853, 2.133, 1.68, 1.75, 2.981, 1.235, 3.554, 4.855, 3.0, 1.772, 3.79, 3.235, 3.611, 2.0, 809.143, 28.912, 9408.064, 1.072
4.526, 3.148, 4.279, 4.302, 4.212, 2.223, 2.56, 3.753, 2.038, 324.211, 1.567, 4.825, 4.001, 1.728, 2.87, 3.628, 2.623, 2.567, 3.102, 3.029, 3.534, 3.0, 3.985, 3.091, 3.863, 3.72, 2.0, 1157.731, 31.68, 5141.436, 0.0
2.345, 4.571, 4.182, 4.876, 7.642, 1.805, 1.923, 3.937, 3.817, 114.98, 2.917, 4.4, 3.079, 2.901, 2.654, 5.281, 1.75, 4.036, 1.369, 4.531, 3.346, 3.0, 2.579, 3.434, 4.472, 3.581, 2.0, 154.556, 16.509, 1213.487, 3.217
4.129, 2.166, 4.965, 3.996, 3.857, 3.203, 2.953, 2.69, 3.622, 64.026, 3.611, 3.258, 4.051, 2.871, 2.52, 5.431, 1.716, 4.851, 1.049, 4.941, 2.025, 3.0, 5.86, 3.923, 3.911, 3.968, 2.0, 95.995, 14.52, 628.324, 1.609
4.04, 2.038, 4.29, 4.019, 9.941, 3.916, 1.367, 5.313, 2.673, 41.539, 2.881, 3.111, 4.446, 2.538, 2.328, 5.234, 1.96, 4.723, 1.043, 1.277, 5.108, 3.0, 4.232, 3.556, 3.319, 3.853, 2.0, 155.508, 17.734, 2185.429, 1.609
3.869, 2.868, 4.071, 3.229, 4.564, 1.726, 4.584, 4.09, 4.155, 96.62, 1.844, 3.459, 2.232, 1.106, 2.62, 3.742, 1.21, 2.295, 2.757, 1.679, 2.661, 3.0, 2.747, 3.919, 3.005, 3.771, 2.0, 681.125, 27.67, 4939.099, 1.34
4.664, 5.866, 4.699, 3.585, 8.61, 2.734, 2.34, 5.435, 4.059, 114.903, 3.51, 4.414, 1.608, 1.902, 2.828, 2.927, 1.713, 3.275, 3.311, 1.726, 2.206, 3.0, 5.598, 3.149, 4.179, 3.668, 2.0, 324.667, 21.355, 1138.632, 0.0
3.049, 3.968, 3.298, 4.23, 5.116, 3.42, 3.155, 4.607, 1.034, 119.806, 2.629, 3.092, 1.027, 3.789, 2.239, 4.99, 3.129, 2.305, 3.124, 1.081, 2.84, 3.0, 2.664, 3.656, 4.765, 3.335, 2.0, 526.252, 25.564, 2420.511, 0.0
4.149, 5.926, 4.743, 2.625, 8.422, 3.518, 2.958, 2.198, 1.618, 293.4, 1.197, 4.486, 3.172, 3.166, 2.345, 3.263, 3.964, 4.657, 1.924, 1.499, 3.76, 3.0, 1.679, 3.962, 3.935, 3.439, 2.0, 1265.428, 32.573, 12810.669, 2.145
4.456, 2.527, 4.278, 3.171, 8.152, 1.161, 2.908, 4.942, 2.905, 184.069, 2.241, 4.116, 3.146, 1.15, 2.224, 5.528, 1.546, 2.112, 1.63, 4.655, 4.438, 3.0, 5.451, 3.671, 3.437, 3.684, 2.0, 318.188, 21.073, 2366.125, 3.217
4.097, 1.031, 4.33, 4.396, 9.587, 1.69, 3.3, 4.853, 3.017, 32.132, 3.102, 4.957, 1.279, 3.122, 2.694, 2.305, 2.56, 2.081, 2.245, 2.857, 5.923, 3.0, 1.719, 3.72, 2.714, 3.845, 2.0, 89.638, 14.358, 1431.968, 2.413
3.247, 4.384, 3.58, 3.444, 9.747, 2.871, 4.289, 1.36, 3.289, 120.807, 1.503, 4.314, 1.772, 1.643, 2.679, 3.303, 3.091, 4.948, 3.501, 3.222, 5.453, 3.0, 2.784, 3.539, 4.204, 3.786, 2.0, 1096.482, 30.307, 6804.625, 0.0
2.922, 4.847, 4.901, 3.014, 6.662, 3.788, 3.762, 1.257, 2.837, 206.151, 3.342, 3.059, 3.611, 3.823, 2.181, 3.769, 2.157, 2.395, 3.033, 2.355, 4.861, 3.0, 3.917, 3.521, 3.097, 3.047, 2.0, 715.532, 27.925, 5405.363, 0.0
3.364, 2.443, 3.98, 4.261, 7.444, 2.541, 4.482, 4.076, 1.781, 258.859, 1.864, 4.861, 2.78, 1.686, 2.328, 1.121, 3.795, 3.941, 1.814, 4.792, 3.95, 3.0, 3.741, 3.918, 4.286, 3.166, 2.0, 1021.132, 29.605, 3673.429, 1.609
4.68, 3.452, 4.671, 4.873, 3.738, 1.383, 4.323, 4.884, 1.826, 366.471, 1.207, 4.87, 3.766, 1.225, 2.177, 2.654, 1.439, 3.839, 3.627, 4.168, 4.393, 3.0, 4.742, 3.283, 4.451, 3.946, 2.0, 1028.2, 30.629, 3174.878, 1.072
2.746, 4.817, 3.827, 4.173, 3.947, 3.773, 2.035, 1.446, 4.501, 110.848, 1.005, 3.888, 1.368, 2.451, 2.718, 4.165, 1.716, 3.2, 2.451, 4.221, 4.144, 3.0, 4.722, 3.302, 3.08, 3.595, 2.0, 475.819, 23.639, 5285.738, 0.268
3.842, 1.13, 3.023, 2.484, 4.855, 2.538, 2.694, 4.639, 2.967, 275.037, 1.733, 3.518, 4.688, 2.539, 2.718, 1.783, 2.281, 2.183, 1.609, 1.284, 4.271, 3.0, 2.764, 3.647, 1.862, 3.756, 2.0, 1743.876, 36.739, 26246.821, 2.145
3.053, 5.138, 4.12, 4.083, 3.754, 2.106, 2.158, 1.908, 2.238, 64.226, 2.913, 3.484, 3.757, 2.283, 2.753, 1.855, 3.729, 4.959, 1.229, 1.824, 3.491, 3.0, 3.0, 3.297, 3.765, 3.198, 2.0, 189.735, 18.312, 2170.436, 1.609
3.129, 5.559, 4.208, 4.627, 8.386, 2.221, 3.25, 4.421, 4.892, 45.15, 2.517, 4.493, 4.683, 2.101, 2.14, 4.349, 4.04, 3.633, 3.355, 2.014, 3.736, 3.0, 2.38, 3.103, 4.576, 3.064, 2.0, 184.445, 17.527, 243.387, 0.0
2.768, 3.367, 3.747, 4.818, 6.654, 1.437, 4.901, 2.08, 1.244, 85.509, 3.002, 4.167, 4.035, 1.486, 2.658, 5.555, 2.132, 3.534, 2.778, 1.639, 3.206, 3.0, 3.621, 3.11, 4.833, 3.929, 2.0, 257.577, 20.084, 837.082, 1.072
4.05, 5.743, 3.876, 2.077, 9.395, 3.675, 2.218, 3.406, 4.034, 249.071, 2.037, 3.165, 2.942, 3.289, 2.923, 5.517, 2.115, 3.177, 2.491, 4.212, 3.376, 3.0, 4.974, 3.502, 3.251, 3.466, 2.0, 654.737, 26.307, 4951.212, 0.0
2.755, 2.991, 3.928, 2.171, 3.167, 1.583, 1.515, 2.28, 2.291, 56.965, 1.465, 4.981, 1.122, 3.0, 2.797, 3.361, 1.508, 3.982, 1.072, 2.452, 5.621, 3.0, 3.157, 3.907, 3.937, 3.173, 2.0, 158.516, 17.469, 6782.043, 2.145
3.9, 4.193, 4.298, 3.964, 8.925, 3.478, 3.52, 3.035, 3.017, 246.194, 3.765, 4.196, 2.513, 3.83, 2.423, 4.699, 2.009, 4.337, 3.691, 2.274, 5.957, 3.0, 1.134, 3.723, 3.278, 3.384, 2.0, 842.136, 29.219, 13312.28, 0.0
3.46, 3.574, 4.401, 3.553, 3.929, 2.511, 1.412, 3.585, 1.186, 125.444, 2.582, 3.011, 2.402, 2.088, 2.997, 3.535, 1.795, 4.461, 3.456, 1.084, 4.242, 3.0, 5.975, 3.325, 3.167, 3.712, 2.0, 635.693, 27.348, 5541.887, 0.0
4.899, 1.712, 4.105, 3.147, 7.409, 3.289, 1.666, 2.694, 1.762, 191.119, 1.47, 4.46, 4.734, 2.192, 2.496, 4.029, 2.134, 2.893, 3.685, 4.115, 2.973, 3.0, 5.462, 3.721, 2.663, 3.304, 2.0, 558.751, 25.465, 4346.414, 0.0
3.121, 1.397, 3.109, 3.9, 5.439, 1.087, 2.943, 3.024, 1.193, 282.4, 2.005, 4.776, 2.388, 3.538, 2.255, 1.911, 3.306, 3.019, 2.917, 3.1, 2.923, 3.0, 2.026, 3.522, 1.845, 3.896, 2.0, 1125.23, 32.065, 13371.835, 1.34
4.377, 4.314, 3.918, 3.811, 3.849, 2.869, 2.609, 2.03, 2.758, 58.282, 3.607, 3.475, 2.685, 2.418, 2.942, 5.239, 4.077, 2.959, 2.411, 1.167, 2.824, 3.0, 1.669, 3.063, 3.257, 3.331, 2.0, 257.191, 19.961, 2202.248, 0.0
4.618, 3.485, 4.667, 3.719, 4.521, 2.362, 3.965, 3.007, 4.645, 153.344, 2.813, 4.204, 1.196, 3.068, 2.942, 3.073, 4.402, 3.638, 3.32, 4.903, 5.383, 3.0, 2.473, 3.326, 3.816, 3.796, 2.0, 827.876, 26.619, 2585.507, 0.0
3.394, 5.992, 4.445, 2.648, 9.121, 2.515, 4.688, 3.114, 4.564, 154.097, 1.904, 4.31, 3.999, 3.475, 2.196, 2.448, 4.705, 2.886, 3.775, 3.272, 3.871, 3.0, 5.807, 3.388, 4.725, 3.545, 2.0, 334.689, 20.46, 460.999, 0.0
3.706, 1.017, 3.329, 2.414, 3.23, 2.699, 3.922, 3.035, 2.131, 235.05, 1.443, 4.554, 1.421, 2.472, 2.368, 3.742, 3.196, 2.149, 2.898, 2.209, 5.707, 3.0, 2.211, 3.777, 3.726, 3.425, 2.0, 1570.16, 35.092, 19677.191, 0.536
2.232, 2.666, 3.253, 2.599, 6.272, 2.651, 1.844, 3.799, 1.06, 21.66, 1.87, 4.684, 2.653, 2.531, 2.656, 1.269, 3.179, 2.691, 2.179, 1.385, 3.625, 3.0, 5.394, 3.613, 3.736, 3.196, 2.0, 62.818, 13.197, 777.614, 0.536
4.39, 5.583, 3.666, 4.83, 7.486, 2.556, 4.886, 1.43, 2.815, 132.17, 2.243, 3.821, 3.211, 3.064, 2.872, 1.44, 1.183, 4.726, 2.309, 4.493, 4.926, 3.0, 1.99, 3.482, 2.984, 3.989, 2.0, 931.117, 29.872, 4962.52, 0.268
4.939, 4.415, 3.099, 4.619, 8.315, 1.917, 4.565, 1.761, 3.785, 244.145, 1.737, 4.551, 2.49, 1.505, 2.66, 2.039, 3.529, 2.659, 2.186, 2.958, 4.22, 3.0, 5.703, 3.117, 2.183, 3.938, 2.0, 577.756, 25.492, 6516.697, 1.072
2.885, 4.813, 4.879, 2.421, 5.798, 3.446, 3.682, 4.182, 2.928, 339.675, 1.636, 4.008, 4.767, 3.858, 2.336, 3.843, 1.515, 4.343, 1.445, 1.856, 3.88, 3.0, 3.302, 3.137, 1.571, 3.358, 2.0, 1292.155, 34.214, 11085.663, 2.681
4.019, 3.436, 4.76, 4.405, 6.813, 3.096, 2.108, 2.3, 1.035, 362.902, 1.265, 3.1, 1.771, 1.817, 2.738, 3.278, 4.399, 3.084, 2.06, 2.761, 4.37, 3.0, 5.326, 3.033, 3.933, 3.278, 2.0, 1295.817, 32.546, 9197.915, 0.804
2.798, 5.498, 4.381, 2.472, 3.097, 2.909, 4.125, 4.62, 4.879, 214.705, 3.387, 3.799, 2.35, 3.148, 2.205, 5.426, 1.869, 2.623, 3.624, 2.61, 3.703, 3.0, 4.164, 3.203, 2.201, 3.554, 2.0, 706.583, 27.313, 3535.499, 0.0
4.98, 1.036, 4.515, 4.728, 3.08, 2.263, 1.237, 2.522, 4.72, 356.806, 2.994, 4.023, 3.3, 3.905, 2.541, 2.775, 3.009, 3.719, 1.946, 4.194, 2.545, 3.0, 2.303, 3.723, 1.723, 3.583, 2.0, 494.255, 24.205, 13741.12, 2.413
4.654, 3.804, 3.645, 2.772, 6.121, 3.304, 2.057, 5.308, 3.747, 108.419, 2.085, 4.805, 2.932, 1.285, 2.522, 3.359, 1.9, 3.506, 1.99, 1.146, 5.371, 3.0, 3.298, 3.965, 3.112, 3.232, 2.0, 615.749, 26.53, 10138.48, 1.609
2.981, 5.561, 3.565, 3.323, 9.122, 1.667, 4.132, 5.483, 2.608, 347.25, 1.335, 3.383, 4.284, 1.509, 2.921, 1.004, 3.175, 4.17, 1.994, 2.116, 4.955, 3.0, 1.71, 3.526, 4.987, 3.32, 2.0, 1077.836, 30.284, 4939.963, 1.34
3.446, 2.097, 3.749, 3.971, 8.392, 3.762, 4.762, 5.8, 1.036, 366.511, 3.64, 3.395, 3.205, 1.111, 2.376, 1.357, 3.835, 3.928, 2.633, 3.775, 2.14, 3.0, 1.029, 3.825, 3.788, 3.2, 2.0, 1916.263, 37.545, 5191.426, 0.0
